Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeQuartile,JobSatisfactionLabel,recruiting_pct_of_salary,onboarding_pct_of_salary,months_vacant,ramp_months,ramp_productivity_loss,annual_salary,cost_recruiting,cost_onboarding,cost_vacancy,cost_ramp,replacement_cost,replacement_cost_pct_salary
36,No,Travel_Frequently,566,Engineering,18,4,Life Sciences,407,3,Male,81,4,1,QA / Support Engineer,4,Married,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0,0,0-1 yr,Q2,4 Very High,0.2,0.1,1.5,3,0.5,44256,8851.2,4425.6,5532.0,5532.0,24340.800000000003,0.55
51,No,Travel_Rarely,1302,Engineering,2,3,Medical,408,4,Male,84,1,2,Platform / DevOps Lead,2,Divorced,5482,16321,5,No,18,3,4,1,13,3,3,4,1,1,2,0,4-6 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,65784,13156.800000000001,6578.400000000001,10964.0,8223.0,38922.2,0.5916666666666667
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,410,4,Male,88,3,4,Manager,2,Single,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4,0,10+ yrs,Q4 (highest),2 Medium,0.2,0.1,3.0,6,0.5,192180,38436.0,19218.0,48045.0,48045.0,153744.0,0.8
18,No,Travel_Rarely,812,Sales,10,3,Medical,411,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0,0,0-1 yr,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,14400,2880.0,1440.0,1800.0,1800.0,7920.0,0.55
28,No,Travel_Rarely,1476,Engineering,16,2,Medical,412,2,Male,68,4,2,Solutions Consultant,1,Single,5661,4824,0,No,19,3,3,0,9,2,3,8,3,0,7,0,7-10 yrs,Q3,1 Low,0.2,0.1,2.0,3,0.5,67932,13586.400000000001,6793.200000000001,11322.0,8491.5,40193.100000000006,0.5916666666666668
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,416,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,No,11,3,2,1,10,3,2,8,7,7,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,83148,16629.600000000002,8314.800000000001,13858.0,10393.5,49195.9,0.5916666666666667
39,No,Travel_Rarely,1132,Engineering,1,3,Medical,417,3,Male,48,4,3,Solutions Consultant,4,Divorced,9613,10942,0,No,17,3,1,3,19,5,2,18,10,3,7,0,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,115356,23071.2,11535.6,24032.5,19226.0,77865.3,0.675
36,No,Non-Travel,1105,Engineering,24,4,Life Sciences,419,2,Female,47,3,2,QA / Support Engineer,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8,0,7-10 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,68088,13617.6,6808.8,11348.0,8511.0,40285.4,0.5916666666666667
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,420,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,0,10+ yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,65808,13161.6,6580.8,10968.0,8226.0,38936.4,0.5916666666666667
38,No,Travel_Rarely,849,Engineering,25,2,Life Sciences,421,1,Female,81,2,3,Engineering Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1,0,7-10 yrs,Q4 (highest),2 Medium,0.2,0.1,2.5,4,0.5,144732,28946.4,14473.2,30152.5,24122.0,97694.1,0.675
58,No,Non-Travel,390,Engineering,1,4,Life Sciences,422,4,Male,32,1,2,Solutions Consultant,3,Divorced,5660,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2,0,4-6 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,67920,13584.0,6792.0,11320.0,8490.0,40186.0,0.5916666666666667
31,No,Travel_Rarely,691,Engineering,5,4,Technical Degree,423,3,Male,86,3,1,Software Engineer,4,Married,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,0,4-6 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,57852,11570.400000000001,5785.200000000001,7231.5,7231.5,31818.600000000002,0.55
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,424,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,0,2-3 yrs,Q3,1 Low,0.2,0.1,2.0,3,0.5,76920,15384.0,7692.0,12820.0,9615.0,45511.0,0.5916666666666667
45,No,Travel_Frequently,1249,Engineering,7,3,Life Sciences,425,1,Male,97,3,3,QA / Support Engineer,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,0,10+ yrs,Q3,1 Low,0.2,0.1,2.5,4,0.5,62520,12504.0,6252.0,13025.0,10420.0,42201.0,0.675
31,No,Travel_Rarely,192,Engineering,2,4,Life Sciences,426,3,Male,32,3,1,Software Engineer,4,Divorced,2695,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,32340,6468.0,3234.0,4042.5,4042.5,17787.0,0.55
33,No,Travel_Frequently,553,Engineering,5,4,Life Sciences,428,4,Female,74,3,3,Manager,2,Married,11878,23364,6,No,11,3,2,2,12,2,3,10,6,8,8,0,7-10 yrs,Q4 (highest),2 Medium,0.2,0.1,2.5,4,0.5,142536,28507.2,14253.6,29695.0,23756.0,96211.8,0.675
39,No,Travel_Rarely,117,Engineering,10,1,Medical,429,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10,0,10+ yrs,Q4 (highest),1 Low,0.2,0.1,3.0,6,0.5,204816,40963.200000000004,20481.600000000002,51204.0,51204.0,163852.8,0.7999999999999999
43,No,Travel_Frequently,185,Engineering,10,4,Life Sciences,430,3,Female,33,3,1,QA / Support Engineer,4,Single,2455,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,0,7-10 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,29460,5892.0,2946.0,3682.5,3682.5,16203.0,0.55
49,No,Travel_Rarely,1091,Engineering,1,2,Technical Degree,431,3,Female,90,2,4,Solutions Consultant,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0,7-10 yrs,Q4 (highest),3 High,0.2,0.1,3.0,6,0.5,167568,33513.6,16756.8,41892.0,41892.0,134054.4,0.7999999999999999
52,Yes,Travel_Rarely,723,Engineering,8,4,Medical,433,3,Male,85,2,2,Software Engineer,2,Married,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,1,7-10 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,59292,11858.400000000001,5929.200000000001,9882.0,7411.5,35081.100000000006,0.5916666666666668
27,No,Travel_Rarely,1220,Engineering,5,3,Life Sciences,434,3,Female,85,3,1,Software Engineer,2,Single,2478,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2,0,4-6 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,29736,5947.200000000001,2973.6000000000004,3717.0,3717.0,16354.800000000001,0.55
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,436,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9,0,10+ yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,62736,12547.2,6273.6,10456.0,7842.0,37118.8,0.5916666666666667
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,437,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4,0,4-6 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,53736,10747.2,5373.6,8956.0,6717.0,31793.800000000003,0.5916666666666667
31,No,Travel_Rarely,691,Sales,7,3,Marketing,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,No,12,3,4,3,13,3,3,7,7,1,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,90564,18112.8,9056.4,15094.0,11320.5,53583.7,0.5916666666666667
32,No,Travel_Rarely,1018,Engineering,2,4,Medical,439,1,Female,74,4,2,Software Engineer,4,Single,5055,10557,7,No,16,3,3,0,10,0,2,7,7,0,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,60660,12132.0,6066.0,10110.0,7582.5,35890.5,0.5916666666666667
28,Yes,Travel_Rarely,1157,Engineering,2,4,Medical,440,1,Male,84,1,1,Software Engineer,4,Married,3464,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2,1,2-3 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,41568,8313.6,4156.8,5196.0,5196.0,22862.4,0.55
30,No,Travel_Rarely,1275,Engineering,28,2,Medical,441,4,Female,64,3,2,Software Engineer,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,69300,13860.0,6930.0,11550.0,8662.5,41002.5,0.5916666666666667
31,No,Travel_Frequently,798,Engineering,7,2,Life Sciences,442,3,Female,48,2,3,Platform / DevOps Lead,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,0,7-10 yrs,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,107316,21463.2,10731.6,22357.5,17886.0,72438.3,0.675
39,No,Travel_Frequently,672,Engineering,7,2,Medical,444,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,0,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,4.0,6,0.5,231264,46252.8,23126.4,77088.0,57816.0,204283.2,0.8833333333333334
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,445,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,1,0-1 yr,Q3,3 High,0.2,0.1,2.0,3,0.5,62856,12571.2,6285.6,10476.0,7857.0,37189.8,0.5916666666666667
33,No,Travel_Frequently,508,Sales,10,3,Marketing,446,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,0,7-10 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,56184,11236.800000000001,5618.400000000001,9364.0,7023.0,33242.2,0.5916666666666666
47,No,Travel_Rarely,1482,Engineering,5,5,Life Sciences,447,4,Male,42,3,5,Engineering Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,0,2-3 yrs,Q4 (highest),3 High,0.2,0.1,4.0,6,0.5,219600,43920.0,21960.0,73200.0,54900.0,193980.0,0.8833333333333333
43,No,Travel_Frequently,559,Engineering,10,4,Life Sciences,448,3,Female,82,2,2,QA / Support Engineer,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,63084,12616.800000000001,6308.400000000001,10514.0,7885.5,37324.7,0.5916666666666667
27,No,Non-Travel,210,Sales,1,1,Marketing,449,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,0,4-6 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,76188,15237.6,7618.8,12698.0,9523.5,45077.9,0.5916666666666667
54,No,Travel_Frequently,928,Engineering,20,4,Life Sciences,450,4,Female,31,3,2,Software Engineer,3,Single,4869,16885,3,No,12,3,4,0,20,4,2,4,3,0,3,0,4-6 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,58428,11685.6,5842.8,9738.0,7303.5,34569.9,0.5916666666666667
43,No,Travel_Rarely,1001,Engineering,7,3,Life Sciences,451,3,Female,43,3,3,Solutions Consultant,1,Married,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,0,0-1 yr,Q4 (highest),1 Low,0.2,0.1,2.5,4,0.5,119820,23964.0,11982.0,24962.5,19970.0,80878.5,0.675
45,No,Travel_Rarely,549,Engineering,8,4,Other,452,4,Male,75,3,2,Software Engineer,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,0,7-10 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,44364,8872.800000000001,4436.400000000001,7394.0,5545.5,26248.7,0.5916666666666667
40,No,Travel_Rarely,1124,Sales,1,2,Medical,453,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,89484,17896.8,8948.4,14914.0,11185.5,52944.7,0.5916666666666667
29,Yes,Travel_Rarely,318,Engineering,8,4,Other,454,2,Male,77,1,1,QA / Support Engineer,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,1,7-10 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,25428,5085.6,2542.8,3178.5,3178.5,13985.400000000001,0.55
29,No,Travel_Rarely,738,Engineering,9,5,Other,455,2,Male,30,2,1,QA / Support Engineer,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,0,2-3 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,47796,9559.2,4779.6,5974.5,5974.5,26287.800000000003,0.55
30,No,Travel_Rarely,570,Sales,5,3,Marketing,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,73416,14683.2,7341.6,12236.0,9177.0,43437.8,0.5916666666666667
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,458,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,0,7-10 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,74568,14913.6,7456.8,12428.0,9321.0,44119.4,0.5916666666666667
37,No,Travel_Rarely,1192,Engineering,5,2,Medical,460,4,Male,61,3,2,Platform / DevOps Lead,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,76164,15232.800000000001,7616.400000000001,12694.0,9520.5,45063.7,0.5916666666666667
38,No,Travel_Rarely,343,Engineering,15,2,Life Sciences,461,3,Male,92,2,3,Engineering Director,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,0,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,138120,27624.0,13812.0,28775.0,23020.0,93231.0,0.675
31,No,Travel_Rarely,1232,Engineering,7,4,Medical,462,3,Female,39,3,3,Platform / DevOps Lead,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,0,10+ yrs,Q3,4 Very High,0.2,0.1,2.5,4,0.5,85716,17143.2,8571.6,17857.5,14286.0,57858.3,0.675
29,No,Travel_Rarely,144,Sales,10,1,Marketing,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,0,7-10 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,99216,19843.2,9921.6,16536.0,12402.0,58702.8,0.5916666666666667
35,No,Travel_Rarely,1296,Engineering,5,4,Technical Degree,464,3,Male,62,3,3,Platform / DevOps Lead,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,0,10+ yrs,Q3,2 Medium,0.2,0.1,2.5,4,0.5,97140,19428.0,9714.0,20237.5,16190.0,65569.5,0.675
23,No,Travel_Rarely,1309,Engineering,26,1,Life Sciences,465,3,Male,83,3,1,Software Engineer,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,34848,6969.6,3484.8,4356.0,4356.0,19166.4,0.55
41,No,Travel_Rarely,483,Engineering,6,3,Medical,466,4,Male,95,2,2,Platform / DevOps Lead,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,0,4-6 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,72384,14476.800000000001,7238.400000000001,12064.0,9048.0,42827.2,0.5916666666666667
47,No,Travel_Frequently,1309,Sales,4,1,Medical,467,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,0,0-1 yr,Q2,3 High,0.2,0.1,2.0,3,0.5,35712,7142.400000000001,3571.2000000000003,5952.0,4464.0,21129.6,0.5916666666666667
42,No,Travel_Rarely,810,Engineering,23,5,Life Sciences,468,1,Female,44,3,4,Engineering Director,4,Single,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,0,0-1 yr,Q4 (highest),4 Very High,0.2,0.1,3.0,6,0.5,191904,38380.8,19190.4,47976.0,47976.0,153523.2,0.8
29,No,Non-Travel,746,Sales,2,3,Life Sciences,469,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,0,4-6 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,55788,11157.6,5578.8,9298.0,6973.5,33007.9,0.5916666666666667
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,0,2-3 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,32352,6470.400000000001,3235.2000000000003,4044.0,4044.0,17793.6,0.5499999999999999
32,No,Travel_Rarely,1062,Engineering,2,3,Medical,471,3,Female,75,3,1,QA / Support Engineer,2,Married,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,0,7-10 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,28440,5688.0,2844.0,3555.0,3555.0,15642.0,0.55
48,No,Travel_Rarely,530,Sales,29,1,Medical,473,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,0,0-1 yr,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,150048,30009.600000000002,15004.800000000001,31260.0,25008.0,101282.4,0.6749999999999999
37,No,Travel_Rarely,1319,Engineering,6,3,Medical,474,3,Male,51,4,2,Software Engineer,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,0,7-10 yrs,Q3,1 Low,0.2,0.1,2.0,3,0.5,71688,14337.6,7168.8,11948.0,8961.0,42415.4,0.5916666666666667
30,No,Non-Travel,641,Sales,25,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,0,2-3 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,56832,11366.400000000001,5683.200000000001,9472.0,7104.0,33625.600000000006,0.5916666666666668
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,63552,12710.400000000001,6355.200000000001,10592.0,7944.0,37601.600000000006,0.5916666666666668
42,No,Travel_Rarely,1332,Engineering,2,4,Other,477,1,Male,98,2,2,Solutions Consultant,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,0,0-1 yr,Q3,4 Very High,0.2,0.1,2.0,3,0.5,81372,16274.400000000001,8137.200000000001,13562.0,10171.5,48145.100000000006,0.5916666666666668
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,1,2-3 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,26088,5217.6,2608.8,3261.0,3261.0,14348.400000000001,0.55
36,No,Non-Travel,845,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,0,0-1 yr,Q3,4 Very High,0.2,0.1,2.0,3,0.5,79836,15967.2,7983.6,13306.0,9979.5,47236.3,0.5916666666666667
36,No,Travel_Frequently,541,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,0,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,116388,23277.600000000002,11638.800000000001,24247.5,19398.0,78561.9,0.6749999999999999
57,No,Travel_Rarely,593,Engineering,1,4,Medical,482,4,Male,88,3,2,Solutions Consultant,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,0,2-3 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,81060,16212.0,8106.0,13510.0,10132.5,47960.5,0.5916666666666667
40,No,Travel_Rarely,1171,Engineering,10,4,Life Sciences,483,4,Female,46,4,1,QA / Support Engineer,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,0,7-10 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,26556,5311.200000000001,2655.6000000000004,3319.5,3319.5,14605.800000000001,0.55
21,No,Non-Travel,895,Sales,9,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,31320,6264.0,3132.0,3915.0,3915.0,17226.0,0.55
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,1,0-1 yr,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,34212,6842.400000000001,3421.2000000000003,4276.5,4276.5,18816.6,0.5499999999999999
37,No,Travel_Rarely,921,Engineering,10,3,Medical,486,3,Female,98,3,1,QA / Support Engineer,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,0,4-6 yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,41424,8284.800000000001,4142.400000000001,5178.0,5178.0,22783.2,0.55
46,No,Non-Travel,1144,Engineering,7,4,Medical,487,3,Female,30,3,2,Platform / DevOps Lead,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,0,0-1 yr,Q3,3 High,0.2,0.1,2.0,3,0.5,63096,12619.2,6309.6,10516.0,7887.0,37331.8,0.5916666666666667
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,1,7-10 yrs,Q4 (highest),2 Medium,0.2,0.1,2.0,3,0.5,112260,22452.0,11226.0,18710.0,14032.5,66420.5,0.5916666666666667
50,No,Travel_Rarely,1046,Engineering,10,3,Technical Degree,491,4,Male,100,2,3,Solutions Consultant,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,0,4-6 yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,125952,25190.4,12595.2,26240.0,20992.0,85017.6,0.675
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,1,4-6 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,76560,15312.0,7656.0,12760.0,9570.0,45298.0,0.5916666666666667
31,No,Travel_Rarely,408,Engineering,9,4,Life Sciences,493,3,Male,42,2,1,Software Engineer,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,0,2-3 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,31884,6376.8,3188.4,3985.5,3985.5,17536.2,0.55
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,1,0-1 yr,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,32592,6518.400000000001,3259.2000000000003,4074.0,4074.0,17925.6,0.5499999999999999
29,No,Travel_Rarely,1283,Engineering,23,3,Life Sciences,495,4,Male,54,3,1,Software Engineer,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,26412,5282.400000000001,2641.2000000000003,3301.5,3301.5,14526.6,0.55
35,No,Travel_Rarely,755,Engineering,9,4,Life Sciences,496,3,Male,97,2,2,Solutions Consultant,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,0,0-1 yr,Q3,2 Medium,0.2,0.1,2.0,3,0.5,78480,15696.0,7848.0,13080.0,9810.0,46434.0,0.5916666666666667
27,No,Travel_Rarely,1469,Engineering,1,2,Medical,497,4,Male,82,3,1,QA / Support Engineer,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,0,4-6 yrs,Q2,2 Medium,0.2,0.1,1.5,3,0.5,45792,9158.4,4579.2,5724.0,5724.0,25185.6,0.5499999999999999
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,63036,12607.2,6303.6,10506.0,7879.5,37296.3,0.5916666666666667
49,No,Travel_Rarely,1261,Engineering,7,3,Other,499,2,Male,31,2,3,Solutions Consultant,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,0,4-6 yrs,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,131580,26316.0,13158.0,27412.5,21930.0,88816.5,0.675
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,59232,11846.400000000001,5923.200000000001,9872.0,7404.0,35045.600000000006,0.5916666666666668
36,No,Travel_Rarely,329,Engineering,2,3,Life Sciences,501,4,Female,96,3,1,Software Engineer,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,0,2-3 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,30516,6103.200000000001,3051.6000000000004,3814.5,3814.5,16783.800000000003,0.55
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,1,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,63648,12729.6,6364.8,10608.0,7956.0,37658.4,0.5916666666666667
55,No,Travel_Rarely,1311,Engineering,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,0,4-6 yrs,Q4 (highest),4 Very High,0.2,0.1,3.0,6,0.5,199908,39981.600000000006,19990.800000000003,49977.0,49977.0,159926.40000000002,0.8000000000000002
